name,year,fuel,transmission,registration_location,color,assembly,body_type,price_pkr,mileage_km,engine_cc,battery_kwh,feature_count,brand,model
Peugeot 2008 Allure 2022,2022,Petrol,Automatic,Islamabad,Black,Local,Crossover,5575000.0,23000.0,1200.0,,14,Peugeot,2008
Suzuki Cultus VXR 2018,2018,Petrol,Manual,Karachi,Silky Silver,Local,Hatchback,2400000.0,175000.0,1000.0,,12,Suzuki,Cultus
Suzuki Wagon R Stingray Limited 2011,2011,Petrol,Automatic,Lahore,Silver,Imported,Hatchback,1960000.0000000002,1212.0,660.0,,13,Suzuki,Wagon
Honda City 1.3 i-VTEC 2012,2012,Petrol,Manual,Lahore,Modern Steel Metallic,Local,Sedan,2475000.0,190000.0,1300.0,,11,Honda,City
Toyota 86 1986,1986,Petrol,Manual,Sindh,White,Local,Unknown,500000.0,110000.0,1300.0,,2,Toyota,86
Suzuki Mehran VX 2008,2008,Petrol,Manual,Lahore,Blue,Local,Hatchback,645000.0,80000.0,800.0,,2,Suzuki,Mehran
Toyota Land Cruiser 1989,1989,Petrol,Automatic,Lahore,Black,Imported,Unknown,2500000.0,30000.0,3400.0,,3,Toyota,Land
Suzuki Alto VXR 2024,2024,Petrol,Manual,Karachi,White,Local,Hatchback,2785000.0,13213.0,660.0,,7,Suzuki,Alto
Honda City 1.3 i-VTEC Prosmatec 2013,2013,Petrol,Automatic,Lahore,White,Local,Sedan,2950000.0,111000.0,1300.0,,11,Honda,City
Toyota Belta X 1.0 2006,2006,Petrol,Automatic,Sindh,Silver,Imported,Sedan,2250000.0,189000.0,1000.0,,11,Toyota,Belta
Honda Civic VTi 1.8 i-VTEC 2012,2012,Petrol,Manual,Lahore,Taffeta White,Local,Sedan,2700000.0,240000.0,1800.0,,11,Honda,Civic
Suzuki Khyber Limited Edition 1989,1989,Petrol,Manual,Gujrat,White,Imported,Hatchback,570000.0,100000.0,1000.0,,6,Suzuki,Khyber
Toyota Vitz FL 1.0 2003,2003,Petrol,Automatic,Karachi,Gold,Imported,Hatchback,1950000.0,110000.0,1300.0,,11,Toyota,Vitz
Honda Vezel Hybrid X L Package 2018,2018,Hybrid,Automatic,Islamabad,White,Imported,Crossover,6650000.0,79116.0,1500.0,,13,Honda,Vezel
Daihatsu Mira X SA lll 2020,2020,Petrol,Automatic,Karachi,Silver,Imported,Hatchback,3329999.9999999995,68000.0,660.0,,12,Daihatsu,Mira
Suzuki Wagon R VXL 2022,2022,Petrol,Manual,Sindh,Silky Silver,Local,Hatchback,2950000.0,8000.0,1000.0,,11,Suzuki,Wagon
MG HS Trophy 2021,2021,Petrol,Automatic,Punjab,Pearl Black Metallic,Imported,Crossover,6300000.0,117000.0,1500.0,,15,MG,HS
Hyundai Santro Club GV 2006,2006,Petrol,Manual,Lahore,Blue,Local,Hatchback,1100000.0,167000.0,1000.0,,3,Hyundai,Santro
Toyota Corolla GLi 1.3 VVTi 2019,2019,Petrol,Manual,Punjab,White,Local,Sedan,4950000.0,94000.0,1300.0,,10,Toyota,Corolla
Hyundai Sonata 2.0 2021,2021,Petrol,Automatic,Islamabad,Blue,Local,Sedan,8230000.0,79570.0,2000.0,,14,Hyundai,Sonata
Suzuki Cultus 2005,2005,Petrol,Manual,Islamabad,Silver,Local,Unknown,900000.0,,1000.0,,3,Suzuki,Cultus
Suzuki Mehran VX 2012,2012,CNG,Manual,Peshawar,Yellow,Local,Hatchback,550000.0,22000.0,800.0,,0,Suzuki,Mehran
Suzuki Baleno JXR 2004,2004,Petrol,Manual,Karachi,White,Local,Sedan,890000.0,999.0,1300.0,,4,Suzuki,Baleno
Toyota Corolla Altis 1.6 2011,2011,Petrol,Manual,Sindh,Gold,Local,Sedan,2500000.0,190000.0,1600.0,,15,Toyota,Corolla
Suzuki Mehran VXR Euro II 2016,2016,Petrol,Manual,Lahore,Grey,Local,Hatchback,1200000.0,50000.0,800.0,,4,Suzuki,Mehran
Suzuki Wagon R Stingray X 2015,2015,Petrol,Automatic,Lahore,Bluish Black Pearl,Imported,Hatchback,2340000.0,110000.0,660.0,,12,Suzuki,Wagon
Honda City i-DSI Vario 2004,2004,Petrol,Automatic,Lahore,Taffeta White,Local,Sedan,1750000.0,200000.0,1300.0,,7,Honda,City
Suzuki Mehran VX Euro II 2017,2017,Petrol,Manual,Islamabad,Graphite Grey,Local,Hatchback,1400000.0,41000.0,796.0,,3,Suzuki,Mehran
Suzuki Alto VXR 2005,2005,LPG,Manual,Karachi,Silver,Local,Hatchback,595000.0,98088.0,1000.0,,7,Suzuki,Alto
Toyota Yaris Hatchback G 1.0 2020,2020,Petrol,Automatic,Islamabad,Red,Imported,Hatchback,5600000.0,16000.0,1000.0,,11,Toyota,Yaris
Suzuki Swift DLX 1.3 2013,2013,Petrol,Manual,Islamabad,Pearl Red,Local,Hatchback,2600000.0,190000.0,1300.0,,14,Suzuki,Swift
Honda HR-V VTi-S 2022,2022,Petrol,Automatic,Islamabad,Teffeta White,Local,Crossover,7250000.0,29196.0,1500.0,,20,Honda,HR-V
Suzuki Margalla 1994,1994,Petrol,Manual,Karachi,Red,Local,Unknown,425000.0,120000.0,1300.0,,2,Suzuki,Margalla
Suzuki Mehran VX Euro II 2019,2019,Petrol,Manual,Punjab,Solid White,Local,Hatchback,1500000.0,40000.0,796.0,,5,Suzuki,Mehran
Honda Civic VTi Prosmatec 1.6 2005,2005,Petrol,Automatic,Islamabad,Black,Local,Sedan,1900000.0,190000.0,1600.0,,10,Honda,Civic
Toyota Corolla 2.0D 2001,2001,Diesel,Manual,Islamabad,White,Local,Sedan,1600000.0,210000.0,2000.0,,5,Toyota,Corolla
Toyota Prius S 1.8 2010,2010,Hybrid,Automatic,Karachi,Super White,Imported,Sedan,3150000.0,134000.0,1800.0,,20,Toyota,Prius
Suzuki Alto X 2016,2016,Petrol,Automatic,Lahore,Silky Silver Metallic,Imported,Hatchback,2450000.0,51000.0,660.0,,14,Suzuki,Alto
Suzuki Mehran VXR Euro II 2016,2016,Petrol,Manual,Punjab,Solid White,Local,Hatchback,1215000.0,50000.0,796.0,,4,Suzuki,Mehran
Toyota Corolla XLi 2006,2006,Petrol,Manual,Punjab,Blue,Local,Sedan,1700000.0,400000.0,1300.0,,9,Toyota,Corolla
Suzuki Alto VXR 2010,2010,Petrol,Manual,Lahore,Graphite Grey,Local,Hatchback,1150000.0,145000.0,1000.0,,7,Suzuki,Alto
Suzuki Wagon R VXL 2020,2020,Petrol,Manual,Punjab,Silver,Local,Hatchback,2500000.0,85000.0,1000.0,,9,Suzuki,Wagon
Suzuki Mehran VX 2005,2005,Petrol,Manual,Sindh,White,Local,Hatchback,525000.0,60000.0,800.0,,0,Suzuki,Mehran
Changan Karvaan Base Model 1.0 2020,2020,Petrol,Manual,Punjab,Silver,Local,Mini Van,2250000.0,63313.0,1000.0,,6,Changan,Karvaan
Honda City i-DSI 2008,2008,Petrol,Manual,Sindh,Taffeta White,Local,Sedan,2800000.0,70262.0,1300.0,,8,Honda,City
Hyundai Tucson AWD A/T Ultimate 2022,2022,Petrol,Automatic,Islamabad,Polar White,Local,SUV,7800000.0,48000.0,2000.0,,14,Hyundai,Tucson
Toyota Vitz F 1.0 2018,2018,Petrol,Automatic,Faisalabad,Blue,Imported,Hatchback,3600000.0,96000.0,1000.0,,13,Toyota,Vitz
Suzuki Alto VX 2022,2022,Petrol,Manual,Punjab,White,Local,Hatchback,2325000.0,32000.0,660.0,,5,Suzuki,Alto
Honri Ve 2.0 2025,2025,Electric,Automatic,Un-Registered,Snowy White,Local,Hatchback,3999000.0,,,18.5,12,Honri,Ve
Honda City 1.3 i-VTEC 2019,2019,Petrol,Manual,Islamabad,Lunar Silver Metallic,Local,Sedan,3700000.0,75000.0,1300.0,,13,Honda,City
MG ZS 2021,2021,Petrol,Automatic,Lahore,Black,Imported,Unknown,5150000.0,65000.0,1500.0,,10,MG,ZS
Honda Vezel Hybrid Z Style Edition 2015,2015,Hybrid,Automatic,Punjab,White,Imported,Crossover,5500000.0,97500.0,1500.0,,15,Honda,Vezel
Toyota Prado TX L Package 2.7 2009,2009,Petrol,Automatic,Karachi,Black,Imported,SUV,13500000.0,180000.0,2700.0,,15,Toyota,Prado
Toyota Aqua L 2020,2020,Hybrid,Automatic,Punjab,Silver metallic,Imported,Hatchback,6000000.0,95000.0,1500.0,,15,Toyota,Aqua
Suzuki Mehran VX 2011,2011,Petrol,Manual,Punjab,Black,Local,Hatchback,675000.0,70000.0,800.0,,3,Suzuki,Mehran
Suzuki Cultus VXL 2019,2019,Petrol,Manual,Sindh,White,Local,Hatchback,2800000.0,110000.0,1000.0,,12,Suzuki,Cultus
Honda Civic VTi Automatic 1.6 1996,1996,Petrol,Automatic,Sindh,Black,Local,Sedan,850000.0,20000.0,1600.0,,9,Honda,Civic
Honda BR-V i-VTEC S 2021,2021,Petrol,Automatic,Sindh,Teffeta White,Local,MPV,5300000.0,32000.0,1500.0,,12,Honda,BR-V
Toyota Corolla GLi 1.3 VVTi 2012,2012,Petrol,Manual,Punjab,Grey,Local,Sedan,2900000.0,138000.0,1300.0,,11,Toyota,Corolla
Toyota Prius S Touring Selection GS 1.8 2012,2012,Hybrid,Automatic,Lahore,Purple,Imported,Sedan,4550000.0,134000.0,1800.0,,15,Toyota,Prius
Toyota Corolla XLi VVTi 2009,2009,Petrol,Manual,Islamabad,Attitude Black,Local,Sedan,2390000.0,123456.0,1300.0,,8,Toyota,Corolla
Suzuki Liana LXi Sport 2007,2007,Petrol,Manual,Sindh,White,Local,Sedan,1250000.0,169000.0,1300.0,,12,Suzuki,Liana
Toyota Land Cruiser 1982,1982,Diesel,Manual,Karachi,Red,Imported,Unknown,2850000.0,150000.0,3200.0,,1,Toyota,Land
MG HS Trophy 2021,2021,Petrol,Automatic,Karachi,White,Imported,Crossover,6200000.0,48900.0,1500.0,,15,MG,HS
Toyota Corolla XLi 2006,2006,Petrol,Manual,Punjab,White,Local,Sedan,1600000.0,100000.0,1300.0,,9,Toyota,Corolla
DFSK Glory 580 1.5 CVT 2021,2021,Petrol,Automatic,Islamabad,Grey Metallic,Local,SUV,5150000.0,28000.0,1500.0,,13,DFSK,Glory
Daihatsu Cuore CX Ecomatic 2007,2007,Petrol,Automatic,Lahore,Silver,Local,Hatchback,1180000.0,95000.0,800.0,,4,Daihatsu,Cuore
Suzuki FX GA 1987,1987,Petrol,Manual,Islamabad,Beige,Imported,Hatchback,400000.0,500000.0,800.0,,0,Suzuki,FX
Suzuki Every VXR 2024,2024,Petrol,Manual,Un-Registered,Silver,Local,Micro Van,2820000.0,,660.0,,9,Suzuki,Every
Toyota Corolla 1996,1996,Petrol,Automatic,Bahawalpur,White,Local,Unknown,1225000.0,200000.0,1500.0,,6,Toyota,Corolla
Honda Civic EXi Prosmatec 2006,2006,Petrol,Automatic,Lahore,Canyon Stone Silver Metallic,Local,Sedan,1625000.0,170000.0,1500.0,,8,Honda,Civic
Suzuki Alto VXR 2021,2021,Petrol,Manual,Punjab,Silver,Local,Hatchback,2490000.0,51000.0,660.0,,7,Suzuki,Alto
Daihatsu Mira L SA III 2023,2023,Petrol,Automatic,Un-Registered,White,Imported,Hatchback,3600000.0,2500.0,660.0,,8,Daihatsu,Mira
Toyota Prius PHV (Plug In Hybrid) 2018,2018,Hybrid,Automatic,Islamabad,White,Imported,Sedan,8500000.0,86000.0,1800.0,,16,Toyota,Prius
Toyota Yaris Sedan ATIV CVT 1.3 2021,2021,Petrol,Automatic,Sindh,White,Local,Sedan,4220000.0,44000.0,1300.0,,13,Toyota,Yaris
Daihatsu Cuore 2007,2007,Petrol,Manual,Lahore,Grey,Local,Unknown,1200000.0,150000.0,800.0,,3,Daihatsu,Cuore
Toyota Corolla GLi Automatic 1.3 VVTi 2019,2019,Petrol,Automatic,Sindh,Black,Local,Sedan,4750000.0,82000.0,1300.0,,11,Toyota,Corolla
Toyota Crown Super Select 1990,1990,Petrol,Automatic,Islamabad,White,Imported,Sedan,1545000.0,318000.0,2800.0,,16,Toyota,Crown
Suzuki Cultus VXR 2006,2006,Petrol,Manual,Punjab,Gold,Local,Hatchback,770000.0,150000.0,1000.0,,5,Suzuki,Cultus
Daihatsu Cuore CX Eco 2008,2008,Petrol,Manual,Sindh,White,Local,Hatchback,760000.0,1000.0,800.0,,3,Daihatsu,Cuore
Honda Civic Oriel 1.8 i-VTEC CVT 2018,2018,Petrol,Automatic,Islamabad,White,Local,Sedan,5150000.0,85000.0,1800.0,,14,Honda,Civic
Suzuki Hustler Hybrid G 2023,2023,Hybrid,Automatic,Islamabad,Phoenix Red Pearl,Imported,Hatchback,3650000.0,30000.0,660.0,,11,Suzuki,Hustler
Daihatsu Charade 1988,1988,Petrol,Manual,Punjab,White,Imported,Unknown,350000.0,100000.0,1000.0,,2,Daihatsu,Charade
Suzuki Alto ECO-L 2013,2013,Petrol,Automatic,Sindh,Air Blue Metallic,Imported,Hatchback,2180000.0,90000.0,660.0,,10,Suzuki,Alto
Nissan Clipper 2018,2018,Petrol,Automatic,Lahore,White,Imported,Unknown,2690000.0,90000.0,660.0,,6,Nissan,Clipper
Honda Civic EXi 2006,2006,Petrol,Manual,Punjab,Grenada Black Pearl,Local,Sedan,1620000.0,198240.0,1500.0,,10,Honda,Civic
Honda City 1.3 i-VTEC 2020,2020,Petrol,Manual,Islamabad,Black,Local,Sedan,3800000.0,76000.0,1300.0,,11,Honda,City
Toyota Yaris Sedan ATIV MT 1.3 2021,2021,Petrol,Manual,Sindh,Silver Metallic,Local,Sedan,4100000.0,30000.0,1300.0,,16,Toyota,Yaris
Suzuki Swift DX 1.3 2011,2011,Petrol,Manual,Lahore,Graphite Grey,Imported,Hatchback,1900000.0,146000.0,1300.0,,0,Suzuki,Swift
Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2022,2022,Petrol,Automatic,Lahore,Super White,Local,Sedan,6950000.0,21000.0,1800.0,,14,Toyota,Corolla
Toyota Corolla GLi Automatic 1.6 VVTi 2014,2014,Petrol,Automatic,Punjab,Maroon,Local,Sedan,3095000.0,101719.0,1600.0,,9,Toyota,Corolla
Suzuki Alto VX 2025,2025,Petrol,Manual,Punjab,White,Local,Hatchback,2750000.0,10000.0,660.0,,5,Suzuki,Alto
BMW X1 sDrive18i A/T 2017,2017,Petrol,Automatic,Islamabad,Alpine White,Imported,Crossover,6875000.0,100000.0,1500.0,,15,BMW,X1
Suzuki Mehran VXR Euro II 2013,2013,Petrol,Manual,Lahore,Graphite Grey,Local,Hatchback,1125000.0,12345.0,796.0,,4,Suzuki,Mehran
Suzuki Mehran VXR Euro II 2017,2017,Petrol,Manual,Sindh,Solid White,Local,Hatchback,1250000.0,114000.0,796.0,,6,Suzuki,Mehran
Suzuki Wagon R AGS 2021,2021,Petrol,Automatic,Karachi,Silky Silver,Local,Hatchback,2800000.0,62355.0,1000.0,,10,Suzuki,Wagon
Nissan Blue Bird 2013,2013,Petrol,Automatic,Islamabad,Silver,Imported,Unknown,2550000.0,170000.0,1500.0,,13,Nissan,Blue
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2007,2007,Petrol,Automatic,Lahore,White,Local,Sedan,2525000.0,211540.0,1800.0,,12,Honda,Civic
KIA Classic LX 2004,2004,Petrol,Manual,Adda jahan khan,Grey,Imported,Compact sedan,550000.0,100000.0,1323.0,,7,KIA,Classic
Suzuki Mehran VX Euro II 2018,2018,Petrol,Manual,Punjab,White,Local,Hatchback,1370000.0,100000.0,800.0,,5,Suzuki,Mehran
Suzuki Mehran VX Euro II 2015,2015,Petrol,Manual,Sindh,Graphite Grey,Local,Hatchback,950000.0,70000.0,796.0,,5,Suzuki,Mehran
Daihatsu Mira X SA lll 2021,2021,Petrol,Automatic,Sindh,Mica Black Metallic,Imported,Hatchback,3650000.0,19000.0,660.0,,12,Daihatsu,Mira
United Alpha 1.0 Manual 2021,2021,Petrol,Manual,Lahore,Beige,Local,Hatchback,1748999.9999999998,28000.0,1000.0,,8,United,Alpha
FAW V2 VCT-i 2015,2015,Petrol,Manual,Islamabad,Brown,Local,Hatchback,1450000.0,130000.0,1300.0,,12,FAW,V2
Honda City 1.3 i-VTEC 2016,2016,Petrol,Manual,Sindh,Modern Steel Metallic,Local,Sedan,3500000.0,38000.0,1300.0,,14,Honda,City
Honda Civic VTi Oriel UG Prosmatec 1.6 2006,2006,Petrol,Automatic,Sindh,Charcoal Grey Pearl,Local,Sedan,1900000.0,130000.0,1600.0,,11,Honda,Civic
Toyota Corolla XLi VVTi 2016,2016,Petrol,Manual,Karachi,White,Local,Sedan,2800000.0,120000.0,1300.0,,5,Toyota,Corolla
Suzuki Swift DLX 1.3 2015,2015,Petrol,Manual,Karachi,White,Local,Hatchback,2050000.0,85000.0,1300.0,,16,Suzuki,Swift
Suzuki Mehran VXR Euro II 2016,2016,Petrol,Manual,Punjab,Solid White,Local,Hatchback,1100000.0,45.0,796.0,,6,Suzuki,Mehran
Honda Civic Oriel 1.8 i-VTEC CVT 2017,2017,Petrol,Automatic,Sindh,Silver,Local,Sedan,4250000.0,100000.0,1800.0,,21,Honda,Civic
Toyota Land Cruiser ZX Gasoline 3.5L 2021,2021,Petrol,Automatic,Un-Registered,Precious Wite Pearl,Imported,SUV,64500000.0,2566.0,3500.0,,14,Toyota,Land
Suzuki Mehran VXR 2011,2011,Petrol,Manual,Sindh,Gray Metallic,Local,Hatchback,850000.0,100000.0,800.0,,2,Suzuki,Mehran
Mitsubishi Pajero 1986,1986,Diesel,Manual,Bannu,Grey,Imported,Unknown,950000.0,99999.0,2300.0,,0,Mitsubishi,Pajero
Suzuki Alto VXR 2022,2022,Petrol,Manual,Karachi,Solid White,Local,Hatchback,2575000.0,8150.0,660.0,,9,Suzuki,Alto
Suzuki Alto VXR 2022,2022,Petrol,Manual,Islamabad,White,Local,Hatchback,2675000.0,55000.0,660.0,,7,Suzuki,Alto
Honda Civic 2003,2003,Petrol,Manual,Sindh,Pearl White,Imported,Unknown,1400000.0,60000.0,1800.0,,0,Honda,Civic
Suzuki Mehran VXR 2008,2008,Petrol,Manual,Islamabad,White,Local,Hatchback,1019999.9999999999,74.0,800.0,,2,Suzuki,Mehran
Honda City 1.5L ASPIRE CVT 2024,2024,Petrol,Automatic,Karachi,Black,Local,Compact sedan,5400000.0,19900.0,1500.0,,13,Honda,City
Toyota Aqua S 2016,2016,Hybrid,Automatic,Islamabad,White,Imported,Hatchback,3450000.0,91999.0,1500.0,,16,Toyota,Aqua
Suzuki Wagon R VX 2014,2014,Petrol,Manual,Lahore,Pearl Red,Local,Hatchback,1700000.0,130000.0,1000.0,,1,Suzuki,Wagon
Daihatsu Taft G Turbo 2022,2022,Petrol,Automatic,Un-Registered,Black,Imported,Mini Vehicles,3670000.0000000005,27000.0,660.0,,13,Daihatsu,Taft
Nissan Roox 2022,2022,Petrol,Automatic,Lahore,White,Imported,Unknown,3550000.0,22500.0,660.0,,9,Nissan,Roox
Toyota Vitz F 1.0 2012,2012,Petrol,Automatic,Karachi,Grey,Imported,Hatchback,2500000.0,78000.0,1000.0,,15,Toyota,Vitz
Daihatsu Cuore CX Eco 2001,2001,Petrol,Manual,Karachi,Silver,Local,Hatchback,650000.0,60000.0,800.0,,2,Daihatsu,Cuore
Suzuki Mehran VXR Euro II 2013,2013,Petrol,Manual,Islamabad,Graphite Grey,Local,Hatchback,1050000.0,,796.0,,4,Suzuki,Mehran
Mitsubishi Ek Wagon 2012,2012,Petrol,Automatic,Islamabad,Black,Imported,Unknown,2000000.0,100000.0,660.0,,7,Mitsubishi,Ek
Suzuki Alto L 2016,2016,Petrol,Automatic,Karachi,Silver,Imported,Hatchback,2400000.0,46000.0,660.0,,12,Suzuki,Alto
Suzuki Cultus VXRi (CNG) 2009,2009,Petrol,Manual,Punjab,Solid White,Local,Hatchback,1235000.0,60000.0,1000.0,,11,Suzuki,Cultus
Toyota Raize Z 2020,2020,Petrol,Automatic,Islamabad,Maroon,Imported,Crossover,6195000.0,39000.0,1000.0,,12,Toyota,Raize
Daihatsu Rocky 1.0 R TC 2020,2020,Petrol,Automatic,Un-Registered,Ultra Black Solidic,Imported,Compact SUV,5750000.0,64000.0,1000.0,,11,Daihatsu,Rocky
Honda City i-DSI 2006,2006,Petrol,Manual,Karachi,Grey,Imported,Sedan,1789000.0,260000.0,1300.0,,11,Honda,City
Proton Saga 1.3L Standard M/T 2021,2021,Petrol,Manual,Karachi,Silver,Local,Sedan,2200000.0,46000.0,1300.0,,11,Proton,Saga
Suzuki Cultus VXR 2003,2003,Petrol,Manual,Punjab,Silver,Local,Hatchback,969000.0,200000.0,1000.0,,5,Suzuki,Cultus
Toyota Corolla GLi 1.3 VVTi 2014,2014,Petrol,Manual,Karachi,Green,Local,Sedan,2850000.0,120000.0,1300.0,,9,Toyota,Corolla
Nissan AD Van 2007,2007,Petrol,Automatic,Islamabad,White,Imported,Unknown,1950000.0,180000.0,1500.0,,15,Nissan,AD
Mitsubishi Pajero 1993,1993,Diesel,Automatic,Lahore,Blue,Imported,Unknown,3200000.0,200000.0,2500.0,,7,Mitsubishi,Pajero
Suzuki Wagon R VXL 2017,2017,Petrol,Manual,Punjab,Graphite Grey,Local,Hatchback,2025000.0,142000.0,1000.0,,9,Suzuki,Wagon
Suzuki Alto VXR 2003,2003,Petrol,Manual,Islamabad,Silky Silver,Local,Hatchback,925000.0,210000.0,1000.0,,5,Suzuki,Alto
Mitsubishi Pajero 1987,1987,Diesel,Automatic,Islamabad,Grey,Imported,Unknown,2000000.0,121000.0,2400.0,,5,Mitsubishi,Pajero
Suzuki Liana AXi 2007,2007,Petrol,Manual,Lahore,White,Imported,Sedan,1300000.0,175000.0,1600.0,,3,Suzuki,Liana
Honda Vezel Hybrid Z Honda Sensing  2018,2018,Hybrid,Automatic,Lahore,White Pearl,Imported,Crossover,6875000.0,52200.0,1500.0,,15,Honda,Vezel
Suzuki Cultus VXL 2017,2017,Petrol,Manual,Punjab,White,Local,Hatchback,2500000.0,100000.0,1000.0,,15,Suzuki,Cultus
Suzuki APV GLX 2008,2008,Petrol,Manual,Islamabad,Grey,Local,MPV,2250000.0,180000.0,1600.0,,13,Suzuki,APV
Nissan Dayz Highway Star G 2023,2023,Hybrid,Automatic,Lahore,Red,Imported,Hatchback,3850000.0,9700.0,660.0,,12,Nissan,Dayz
Suzuki Alto VXR 2011,2011,Petrol,Manual,Lahore,Solid White,Local,Hatchback,1200000.0,97000.0,1000.0,,5,Suzuki,Alto
Honda Freed + Hybrid G Honda Sensing 2021,2021,Hybrid,Automatic,Punjab,Grey,Imported,MPV,5800000.0,25000.0,1500.0,,12,Honda,Freed
Daihatsu Cuore CX 2002,2002,Petrol,Manual,Lahore,White,Local,Hatchback,900000.0,150000.0,800.0,,3,Daihatsu,Cuore
Suzuki Mehran VX 2005,2005,Petrol,Manual,Lahore,Snow White Pearl,Imported,Hatchback,730000.0,50.0,800.0,,0,Suzuki,Mehran
Toyota Rush X 2009,2009,Petrol,Automatic,Islamabad,White,Imported,SUV,4000000.0,157000.0,1500.0,,12,Toyota,Rush
Toyota Corolla 1973,1973,CNG,Manual,Islamabad,Silver,Imported,Unknown,450000.0,,1300.0,,0,Toyota,Corolla
Toyota Vitz F 1.0 2018,2018,Petrol,Automatic,Sindh,Black Mica,Imported,Hatchback,4100000.0,80200.0,996.0,,11,Toyota,Vitz
Suzuki Mehran VX 1989,1989,Petrol,Manual,Karachi,Snow White Pearl,Local,Hatchback,245000.00000000003,80000.0,800.0,,2,Suzuki,Mehran
Toyota Pixis Epoch D 2015,2015,Petrol,Automatic,Lahore,White,Imported,Hatchback,2200000.0,133000.0,660.0,,16,Toyota,Pixis
Haval H6 HEV 2022,2022,Hybrid,Automatic,Islamabad,Polar White,Local,SUV,10900000.0,10400.0,1500.0,,0,Haval,H6
Suzuki Alto 2019,2019,Petrol,Automatic,Sindh,Gold,Imported,Unknown,2350000.0,107000.0,660.0,,0,Suzuki,Alto
Suzuki Alto 2001,2001,Petrol,Automatic,Islamabad,Grey,Local,Unknown,1600000.0,110000.0,660.0,,0,Suzuki,Alto
Suzuki Cultus VXR 2006,2006,Petrol,Manual,Lahore,White,Local,Hatchback,1050000.0,101700.0,1000.0,,6,Suzuki,Cultus
Toyota Corolla Axio X 1.5 2007,2007,Petrol,Automatic,Islamabad,White,Imported,Sedan,3285000.0,180000.0,1500.0,,13,Toyota,Corolla
Honda Vezel Hybrid Z 2015,2015,Hybrid,Automatic,Islamabad,Snow White,Imported,Crossover,5500000.0,152000.0,1500.0,,13,Honda,Vezel
Honda City i-DSI 2008,2008,Petrol,Manual,Sindh,Taffeta White,Local,Sedan,2450000.0,70000.0,1300.0,,9,Honda,City
Suzuki Alto VXR 2023,2023,Petrol,Manual,Islamabad,Solid White,Local,Hatchback,2750000.0,26000.0,660.0,,7,Suzuki,Alto
Suzuki Liana RXi 2008,2008,Petrol,Manual,Sindh,Grey,Local,Sedan,1200000.0,,1300.0,,12,Suzuki,Liana
Toyota Prado TX 2.7 2003,2003,Petrol,Automatic,Sindh,Grey,Imported,SUV,6700000.0,151000.0,2700.0,,13,Toyota,Prado
Suzuki Mehran VX 2010,2010,Petrol,Manual,Punjab,Silver Metallic,Local,Hatchback,919999.9999999999,,800.0,,0,Suzuki,Mehran
Suzuki Cultus Auto Gear Shift 2022,2022,Petrol,Automatic,Sindh,White,Local,Hatchback,3840000.0,30000.0,1000.0,,12,Suzuki,Cultus
Suzuki Swift DLX Automatic 1.3 2016,2016,Petrol,Automatic,Punjab,Solid White,Local,Hatchback,2850000.0,145000.0,1300.0,,13,Suzuki,Swift
Toyota Corolla GLi 1.3 VVTi 2012,2012,Petrol,Manual,Islamabad,Medium Silver,Local,Sedan,3250000.0,12345.0,1300.0,,9,Toyota,Corolla
Suzuki Margalla GL 1994,1994,Petrol,Manual,Karachi,Grey,Local,Sedan,470000.0,100000.0,1300.0,,3,Suzuki,Margalla
Honda City 1.5L CVT 2024,2024,Petrol,Automatic,Lahore,Lunar Silver Metallic,Local,Compact sedan,5650000.0,17500.0,1500.0,,11,Honda,City
Toyota Premio X 1.8 2007,2007,Petrol,Automatic,Islamabad,Blue,Imported,Sedan,4220000.0,137000.0,1800.0,,10,Toyota,Premio
Toyota Raize Z 2023,2023,Petrol,Automatic,Un-Registered,Black,Imported,Crossover,6350000.0,3300.0,1000.0,,12,Toyota,Raize
Suzuki Mehran VXR 1991,1991,Petrol,Manual,Un-Registered,Gray Metallic,Local,Hatchback,350000.0,100000.0,800.0,,4,Suzuki,Mehran
KIA Picanto 1.0 AT 2020,2020,Petrol,Automatic,Islamabad,Sparkling Silver,Local,Hatchback,2800000.0,99000.0,1000.0,,10,KIA,Picanto
Toyota Corolla 2017,2017,Petrol,Automatic,Islamabad,White,Imported,Unknown,5000000.0,96000.0,1400.0,,5,Toyota,Corolla
Honda Civic Oriel 1.8 i-VTEC CVT 2017,2017,Petrol,Automatic,Lahore,Taffeta White,Local,Sedan,5450000.0,58000.0,1800.0,,14,Honda,Civic
Suzuki Cultus VXR 2006,2006,Petrol,Manual,Lahore,White,Local,Hatchback,850000.0,100000.0,1000.0,,5,Suzuki,Cultus
Toyota Land Cruiser 1985,1985,Diesel,Automatic,Lahore,Grey,Imported,Unknown,2700000.0,50000.0,2000.0,,3,Toyota,Land
Changan Karvaan Base Model 1.0 2019,2019,Petrol,Manual,Lahore,Silver,Local,Mini Van,1900000.0,55000.0,1000.0,,6,Changan,Karvaan
Toyota Hilux Revo V Automatic 3.0  2017,2017,Diesel,Automatic,Sindh,White,Local,Double Cabin,8495000.0,100000.0,3000.0,,16,Toyota,Hilux
Suzuki Cultus EURO II 2013,2013,Petrol,Manual,Lahore,Graphite Grey,Local,Hatchback,1475000.0,36000.0,1000.0,,6,Suzuki,Cultus
