name,year,fuel,transmission,registration_location,color,assembly,body_type,price_pkr,mileage_km,engine_cc,battery_kwh,feature_count,brand,model,vehicle_age
Suzuki Mehran VXR Euro II 2018,2018,Petrol,Manual,Punjab,Silver,Local,Hatchback,1450000.0,84500.0,800.0,,4,Suzuki,Mehran,7
Suzuki Mehran VX 1989,1989,Petrol,Manual,Karachi,Blue,Local,Hatchback,270000.0,103500.0,800.0,,0,Suzuki,Mehran,36
Suzuki Mehran VX Euro II 2015,2015,Petrol,Manual,Sindh,Graphite Grey,Local,Hatchback,875000.0,93000.0,796.0,,3,Suzuki,Mehran,10
Suzuki Mehran VX Euro II 2018,2018,Petrol,Manual,Punjab,Solid White,Local,Hatchback,1295000.0,65000.0,796.0,,5,Suzuki,Mehran,7
Changan Karvaan Plus 2021,2021,Petrol,Manual,Punjab,White,Local,Mini Van,2400000.0,110000.0,1000.0,,10,Changan,Karvaan,4
Suzuki Mehran VX Euro II 2017,2017,Petrol,Manual,Sindh,White,Local,Hatchback,1200000.0,97000.0,800.0,,3,Suzuki,Mehran,8
Suzuki Cultus VXRi 2011,2011,Petrol,Manual,Punjab,Graphite Grey,Local,Hatchback,1175000.0,60000.0,1000.0,,6,Suzuki,Cultus,14
Toyota Aqua G 2012,2012,Hybrid,Automatic,Lahore,Grey,Imported,Hatchback,3600000.0,200000.0,1500.0,,11,Toyota,Aqua,13
Honda City 1.3 i-VTEC Prosmatec 2021,2021,Petrol,Automatic,Islamabad,White,Local,Sedan,4200000.0,48000.0,1300.0,,11,Honda,City,4
Suzuki Swift DX 1.3 2011,2011,Petrol,Manual,Punjab,Graphite Grey,Local,Hatchback,1925000.0,120000.0,1300.0,,8,Suzuki,Swift,14
Honda City EXi 2001,2001,Petrol,Manual,Lahore,Dark Blue,Local,Sedan,1125000.0,300000.0,1300.0,,5,Honda,City,24
Haval H6 2.0T AWD 2022,2022,Petrol,Automatic,Islamabad,Black,Local,SUV,8650000.0,57000.0,2000.0,,21,Haval,H6,3
Suzuki Cultus VXRi 2008,2008,Petrol,Manual,Karachi,Graphite Grey,Local,Hatchback,1000000.0,100000.0,1000.0,,6,Suzuki,Cultus,17
Suzuki Baleno GL 1999,1999,Petrol,Manual,Sindh,White,Local,Sedan,770000.0,100000.0,1300.0,,4,Suzuki,Baleno,26
Proton X70 Executive AWD 2020,2020,Petrol,Automatic,Lahore,Snow White,Local,SUV,7650000.0,25000.0,1500.0,,20,Proton,X70,5
Suzuki Alto VXR 2022,2022,Petrol,Manual,Punjab,White,Local,Hatchback,2850000.0,42000.0,660.0,,7,Suzuki,Alto,3
Toyota Corolla SE Limited 1987,1987,Petrol,Automatic,Lahore,White,Imported,Sedan,1575000.0,300000.0,1500.0,,7,Toyota,Corolla,38
Honda Civic VTi 1.8 i-VTEC 2011,2011,Petrol,Manual,Punjab,Crystal Black,Local,Sedan,2100000.0,145000.0,1800.0,,10,Honda,Civic,14
Honda CR-V G 2.4 2006,2006,Petrol,Automatic,Islamabad,Black,Imported,SUV,4000000.0,150252.0,2400.0,,13,Honda,CR-V,19
Honda Civic RS 2024,2024,Petrol,Automatic,Punjab,Black,Local,Sedan,9700000.0,20000.0,1500.0,,14,Honda,Civic,1
Honda Vezel Hybrid Z Honda Sensing  2017,2017,Hybrid,Automatic,Punjab,White Pearl,Imported,Crossover,5500000.0,239000.0,1500.0,,15,Honda,Vezel,8
Honda City EXi 1998,1998,Petrol,Manual,Multan,White,Local,Sedan,894999.9999999999,200000.0,1300.0,,4,Honda,City,27
Suzuki Alto 2007,2007,Petrol,Automatic,Sindh,Gold,Local,Unknown,1150000.0,1700.0,660.0,,5,Suzuki,Alto,18
Honda City 1.3 i-VTEC 2009,2009,Petrol,Manual,Islamabad,Silver,Local,Sedan,2650000.0,240000.0,1300.0,,11,Honda,City,16
Toyota Corolla Altis X Automatic 1.6 2022,2022,Petrol,Automatic,Karachi,Graphite Grey,Local,Sedan,5490000.0,65000.0,1598.0,,19,Toyota,Corolla,3
DFSK Glory 580 Pro 2022,2022,Petrol,Automatic,Punjab,Pearl White,Local,Crossover,5650000.0,45975.0,1500.0,,13,DFSK,Glory,3
Suzuki Wagon R 2020,2020,Petrol,Automatic,Punjab,Silver,Imported,Unknown,3600000.0,65000.0,600.0,,17,Suzuki,Wagon,5
Suzuki Alto VXR 2019,2019,Petrol,Manual,Karachi,White,Local,Hatchback,2100000.0,125000.0,660.0,,7,Suzuki,Alto,6
Suzuki Cultus EURO II 2014,2014,Petrol,Manual,Sindh,Sand Beige,Local,Hatchback,1275000.0,60000.0,1000.0,,6,Suzuki,Cultus,11
Suzuki Bolan VX Euro II 2018,2018,Petrol,Manual,Islamabad,Solid White,Local,Van,1620000.0,14000.0,800.0,,4,Suzuki,Bolan,7
Toyota Voxy 2016,2016,Hybrid,Automatic,Karachi,Black,Imported,Unknown,8500000.0,100.0,1800.0,,11,Toyota,Voxy,9
Toyota Prius G Touring Selection 1.8 2013,2013,Hybrid,Automatic,Islamabad,Silver Metallic,Imported,Sedan,4800000.0,200000.0,1800.0,,15,Toyota,Prius,12
Toyota Roomy XS 2020,2020,Petrol,Automatic,Un-Registered,White,Imported,MPV,4050000.0,22000.0,1000.0,,12,Toyota,Roomy,5
Suzuki Hustler J Style II 2023,2023,Hybrid,Automatic,Karachi,Denim Blue Metallic,Imported,Hatchback,3750000.0,15000.0,660.0,,20,Suzuki,Hustler,2
KIA Picanto 1.0 AT 2023,2023,Petrol,Automatic,Punjab,Clear White,Local,Hatchback,3150000.0,20500.0,1000.0,,12,KIA,Picanto,2
Toyota Hilux D-4D Automatic 2010,2010,Diesel,Automatic,Islamabad,White,Imported,Double Cabin,7200000.0,103000.0,3000.0,,10,Toyota,Hilux,15
Suzuki Wagon R Stingray T 2014,2014,Petrol,Automatic,Sialkot,Bluish Black Pearl,Imported,Hatchback,2495000.0,96000.0,660.0,,13,Suzuki,Wagon,11
Daihatsu Mira Custom X 2009,2009,Petrol,Automatic,Islamabad,Black Mica Metallic,Imported,Hatchback,2060000.0000000002,120000.0,660.0,,13,Daihatsu,Mira,16
Mazda Flair Crossover Hybrid XS 2021,2021,Petrol,Automatic,Punjab,White,Imported,Crossover,3575000.0,50000.0,660.0,,14,Mazda,Flair,4
Toyota Vitz 1.0F Safety Edition III 2018,2018,Petrol,Automatic,Sindh,Indigo,Imported,Hatchback,3775000.0,78000.0,1000.0,,11,Toyota,Vitz,7
Daihatsu Mira LSA 3 2022,2022,Petrol,Automatic,Karachi,Black Pearl,Local,Hatchback,3120000.0,40150.0,660.0,,11,Daihatsu,Mira,3
Hyundai Santro Club 2004,2004,Petrol,Manual,Sindh,Silver,Local,Hatchback,850000.0,50000.0,1000.0,,5,Hyundai,Santro,21
Honda Civic VTi 1.8 i-VTEC 2007,2007,Petrol,Manual,Lahore,Polished Metal Metallic,Local,Sedan,2150000.0,152500.0,1800.0,,10,Honda,Civic,18
Daihatsu Move Custom G 2013,2013,Petrol,Automatic,Karachi,Grey,Imported,Hatchback,2300000.0,113000.0,660.0,,13,Daihatsu,Move,12
Suzuki Mehran VX Euro II 2014,2014,Petrol,Manual,Islamabad,Solid White,Local,Hatchback,1140000.0,87000.0,796.0,,5,Suzuki,Mehran,11
Suzuki Swift DLX Automatic 1.3 2016,2016,Petrol,Automatic,Islamabad,Solid White,Local,Hatchback,2600000.0,140000.0,1300.0,,12,Suzuki,Swift,9
Toyota Corolla GLi 1.3 VVTi 2017,2017,Petrol,Manual,Karachi,Silver,Local,Sedan,3400000.0,150000.0,1300.0,,12,Toyota,Corolla,8
Suzuki Every Join Turbo 2016,2016,Petrol,Automatic,Lahore,Black Mica Metallic,Imported,Micro Van,1605000.0,134000.0,660.0,,11,Suzuki,Every,9
Suzuki Every Join Turbo 2012,2012,Petrol,Automatic,Sindh,Superia White,Imported,Micro Van,1650000.0,124546.0,660.0,,9,Suzuki,Every,13
Suzuki Ravi Euro II 2021,2021,Petrol,Manual,Islamabad,White,Local,Pick Up,1600000.0,47000.0,800.0,,1,Suzuki,Ravi,4
Toyota Roomy XS 2021,2021,Petrol,Automatic,Un-Registered,Beige,Imported,MPV,3750000.0,40000.0,1000.0,,12,Toyota,Roomy,4
Suzuki Wagon R VXL 2017,2017,Petrol,Manual,Lahore,Solid White,Local,Hatchback,2295000.0,193000.0,1000.0,,9,Suzuki,Wagon,8
Honda Civic VTi Oriel 1.8 i-VTEC 2011,2011,Petrol,Manual,Karachi,Crystal Black,Local,Sedan,2575000.0,108000.0,1800.0,,16,Honda,Civic,14
Suzuki Cultus VXLi 2009,2009,Petrol,Manual,Karachi,Silver,Local,Hatchback,1200000.0,82000.0,1000.0,,7,Suzuki,Cultus,16
Suzuki Alto VXL AGS 2023,2023,Petrol,Automatic,Punjab,White,Local,Hatchback,3000000.0,18700.0,660.0,,10,Suzuki,Alto,2
Toyota Corolla SE Saloon Automatic 2005,2005,Petrol,Automatic,Punjab,Black,Local,Sedan,1950000.0,135000.0,1600.0,,11,Toyota,Corolla,20
Mitsubishi Ek Wagon G 2013,2013,Petrol,Automatic,Lahore,Silver,Imported,Hatchback,2350000.0,96000.0,660.0,,10,Mitsubishi,Ek,12
Toyota Corolla Altis X Automatic 1.6 Special Edition 2022,2022,Petrol,Automatic,Karachi,Super White,Local,Sedan,6000000.0,52000.0,1598.0,,15,Toyota,Corolla,3
Suzuki Alto E Manual 2011,2011,Petrol,Manual,Islamabad,Silver,Imported,Hatchback,2350000.0,180000.0,660.0,,10,Suzuki,Alto,14
Honda Civic Oriel Prosmatec UG 2013,2013,Petrol,Automatic,Sindh,Taffeta White,Local,Sedan,3300000.0,100000.0,1800.0,,15,Honda,Civic,12
Daihatsu Cast Style X 2016,2016,Petrol,Automatic,Sindh,Red,Imported,Hatchback,2750000.0,73000.0,660.0,,12,Daihatsu,Cast,9
Nissan Note 2019,2019,Petrol,Automatic,Karachi,Grey,Imported,Unknown,4390000.0,96000.0,1200.0,,19,Nissan,Note,6
Toyota Corolla SE Limited 1994,1994,Petrol,Automatic,Punjab,Grey,Local,Sedan,1850000.0,273853.0,1500.0,,8,Toyota,Corolla,31
Suzuki Alto VXR 2020,2020,Petrol,Manual,Karachi,Solid White,Local,Hatchback,2275000.0,29000.0,660.0,,7,Suzuki,Alto,5
Honda City i-DSI Vario 2006,2006,Petrol,Automatic,Sindh,Grey,Local,Sedan,1780000.0,50000.0,1300.0,,7,Honda,City,19
Suzuki Margalla 1996,1996,Petrol,Manual,Lahore,Green,Local,Unknown,690000.0,150000.0,1300.0,,0,Suzuki,Margalla,29
Honda Civic VTi Oriel 1.6 2002,2002,Petrol,Manual,Islamabad,Rose Gold,Local,Sedan,1450000.0,200000.0,1600.0,,11,Honda,Civic,23
Suzuki Alto VXR 2007,2007,Petrol,Manual,Karachi,Solid White,Local,Hatchback,800000.0,150000.0,1000.0,,7,Suzuki,Alto,18
Toyota Yaris Sedan ATIV X CVT 1.5 2021,2021,Petrol,Automatic,Karachi,Grey Graphite,Local,Sedan,4500000.0,44900.0,1500.0,,19,Toyota,Yaris,4
Suzuki Mehran VXR 2012,2012,Petrol,Manual,Lahore,Gray Metallic,Local,Hatchback,780000.0,80000.0,800.0,,4,Suzuki,Mehran,13
Honda City 1.3 i-VTEC Prosmatec 2015,2015,Petrol,Automatic,Punjab,Taffeta White,Local,Sedan,3200000.0,250000.0,1300.0,,13,Honda,City,10
Toyota Corolla Altis X Automatic 1.6 Special Edition 2022,2022,Petrol,Automatic,Punjab,White,Local,Sedan,6300000.0,40000.0,1600.0,,15,Toyota,Corolla,3
Suzuki Mehran VX 2010,2010,Petrol,Manual,Rawalpindi,Snow White Pearl,Local,Hatchback,880000.0000000001,10000.0,800.0,,2,Suzuki,Mehran,15
Suzuki Alto VXL AGS 2023,2023,Petrol,Automatic,Punjab,Grey,Local,Hatchback,2980000.0,46000.0,660.0,,10,Suzuki,Alto,2
Suzuki Mehran VXR 2008,2008,Petrol,Manual,Lahore,Blue,Imported,Hatchback,825000.0,100000.0,800.0,,2,Suzuki,Mehran,17
Toyota Raize Z 2020,2020,Petrol,Automatic,Un-Registered,Black Mica Metallic,Imported,Crossover,6400000.0,72000.0,1000.0,,12,Toyota,Raize,5
Toyota Harrier 2008,2008,Petrol,Automatic,Sindh,Black,Imported,Unknown,4250000.0,136000.0,3310.0,,12,Toyota,Harrier,17
Suzuki Alto VXR 2008,2008,Petrol,Manual,Sindh,Emitt Blue,Local,Hatchback,860000.0,200000.0,1000.0,,3,Suzuki,Alto,17
Nissan Juke 15RS 2012,2012,Petrol,Automatic,Karachi,White,Imported,SUV,3500000.0,120000.0,1500.0,,14,Nissan,Juke,13
Suzuki Mehran VXR Euro II 2014,2014,Petrol,Manual,Lahore,Graphite Grey,Local,Hatchback,1050000.0,100000.0,796.0,,6,Suzuki,Mehran,11
Suzuki Wagon R AGS 2021,2021,Petrol,Automatic,Sindh,Silver,Local,Hatchback,2650000.0,70000.0,1000.0,,12,Suzuki,Wagon,4
Honda Accord CF3 2001,2001,Petrol,Manual,Sindh,Grey,Imported,Sedan,1400000.0,100000.0,1800.0,,12,Honda,Accord,24
Toyota Vitz F 1.0 2018,2018,Petrol,Automatic,Islamabad,Super White II,Imported,Hatchback,4200000.0,55000.0,996.0,,15,Toyota,Vitz,7
Suzuki Ravi 1989,1989,Petrol,Manual,Karachi,White,Local,Unknown,430000.0,200000.0,800.0,,0,Suzuki,Ravi,36
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2009,2009,Petrol,Automatic,Lahore,Silver,Local,Sedan,2790000.0,90000.0,1800.0,,14,Honda,Civic,16
Daihatsu Cuore CX Eco 2008,2008,Petrol,Manual,Karachi,Blue,Local,Hatchback,775000.0,80000.0,800.0,,2,Daihatsu,Cuore,17
Mitsubishi EK Custom T 2014,2014,Petrol,Automatic,Punjab,Black,Imported,Hatchback,2280000.0,163000.0,660.0,,0,Mitsubishi,EK,11
Honda Civic Oriel 1.8 i-VTEC CVT 2016,2016,Petrol,Automatic,Lahore,Rallye Red,Local,Sedan,4375000.0,109000.0,1800.0,,14,Honda,Civic,9
Honda City i-DSI Vario 2005,2005,Petrol,Automatic,Sindh,Taffeta White,Local,Sedan,1789999.9999999998,310000.0,1300.0,,7,Honda,City,20
Suzuki Hustler Hybrid X Turbo 2021,2021,Petrol,Automatic,Lahore,Green,Imported,Hatchback,3300000.0,18000.0,660.0,,20,Suzuki,Hustler,4
Toyota Land Cruiser 1984,1984,Diesel,Manual,Punjab,Beige,Imported,Unknown,1495000.0,180000.0,2400.0,,0,Toyota,Land,41
Suzuki Baleno JXR 2004,2004,Petrol,Manual,Rawalpindi,White,Local,Sedan,1150000.0,213000.0,1300.0,,5,Suzuki,Baleno,21
Suzuki Cultus VXRi 2008,2008,Petrol,Manual,Vehari,Blue,Local,Hatchback,1150000.0,134000.0,1000.0,,6,Suzuki,Cultus,17
Toyota Prius 2014,2014,Hybrid,Automatic,Sindh,Silver,Imported,Unknown,5450000.0,140000.0,1800.0,,14,Toyota,Prius,11
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2014,2014,Petrol,Automatic,Islamabad,White,Local,Sedan,3400000.0,251830.0,1800.0,,14,Honda,Civic,11
Suzuki Bolan VX Euro II 2014,2014,Petrol,Manual,Islamabad,Solid White,Local,Van,1100000.0,30000.0,800.0,,2,Suzuki,Bolan,11
Suzuki Alto VXR 2007,2007,Petrol,Manual,Sindh,Solid White,Local,Hatchback,650000.0,64646.0,1000.0,,7,Suzuki,Alto,18
Suzuki Khyber GA 1998,1998,Petrol,Manual,Lahore,Maroon,Imported,Hatchback,480000.0,2000.0,1000.0,,3,Suzuki,Khyber,27
Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,2022,Petrol,Automatic,Sindh,White,Local,Sedan,6625000.0,23200.0,1800.0,,14,Toyota,Corolla,3
Suzuki FX 1988,1988,Petrol,Automatic,Peshawar,Orange,Imported,Unknown,420000.0,30.0,800.0,,2,Suzuki,FX,37
Suzuki Cultus VXR 2006,2006,Petrol,Manual,Sindh,Gold,Local,Hatchback,720000.0,112500.0,1000.0,,4,Suzuki,Cultus,19
Toyota C-HR S-GR Package 2020,2020,Hybrid,Automatic,Un-Registered,Pearl White,Imported,SUV,10000000.0,59000.0,1800.0,,12,Toyota,C-HR,5
Toyota Corolla GLi Automatic 1.3 VVTi 2018,2018,Petrol,Automatic,Islamabad,White,Local,Sedan,4520000.0,150000.0,1300.0,,11,Toyota,Corolla,7
Toyota Corolla Altis Grande CVT-i 1.8 2019,2019,Petrol,Automatic,Sindh,Super white,Local,Sedan,4800000.0,49500.0,1800.0,,21,Toyota,Corolla,6
Suzuki APV GLX 2006,2006,Petrol,Manual,Lahore,Gold,Local,MPV,1980000.0,148000.0,1600.0,,14,Suzuki,APV,19
Suzuki MR Wagon X IDLING STOP 2013,2013,Petrol,Automatic,Sindh,Maroon,Imported,Mini Van,1850000.0,76000.0,660.0,,9,Suzuki,MR,12
Range Rover Autobiography 2013,2013,Diesel,Automatic,Islamabad,Black,Imported,Unknown,36000000.0,100000.0,3000.0,,17,Range Rover,Autobiography,12
Hyundai Santro Plus 2002,2002,Petrol,Manual,Lahore,Silver,Local,Hatchback,880000.0000000001,150000.0,1000.0,,3,Hyundai,Santro,23
Toyota Aqua S LED Soft Leather Selection 2014,2014,Hybrid,Automatic,Islamabad,Black,Imported,Hatchback,4350000.0,150000.0,1500.0,,12,Toyota,Aqua,11
Daihatsu Mira X SA lll 2022,2022,Petrol,Automatic,Un-Registered,Turquoise,Imported,Hatchback,3650000.0,12000.0,660.0,,13,Daihatsu,Mira,3
Toyota Passo Moda 2016,2016,Petrol,Automatic,Sindh,Silver,Imported,Hatchback,2950000.0,117000.0,1000.0,,12,Toyota,Passo,9
Toyota Vitz F 1.0 2014,2014,Petrol,Automatic,Multan,Silver,Imported,Hatchback,2850000.0,80000.0,1000.0,,11,Toyota,Vitz,11
Toyota Prius S LED Edition 1.8 2014,2014,Hybrid,Automatic,Karachi,Black,Imported,Sedan,3975000.0,103000.0,1800.0,,21,Toyota,Prius,11
Suzuki Mehran VX Euro II 2019,2019,Petrol,Manual,Islamabad,White,Local,Hatchback,1480000.0,167000.0,800.0,,3,Suzuki,Mehran,6
Prince Pearl MT 2020,2020,Petrol,Manual,Punjab,Silver,Local,Hatchback,965000.0,45809.0,800.0,,12,Prince,Pearl,5
MG HS Trophy 2021,2021,Petrol,Automatic,Punjab,White,Local,Crossover,6300000.0,42000.0,1500.0,,15,MG,HS,4
Honda Civic VTi Oriel 1.6 2005,2005,Petrol,Manual,Multan,Canyon Stone Silver Metallic,Local,Sedan,1700000.0,149000.0,1600.0,,11,Honda,Civic,20
Mitsubishi Lancer 1997,1997,LPG,Automatic,Lahore,Silver,Imported,Unknown,1200000.0,120000.0,1300.0,,9,Mitsubishi,Lancer,28
Honda City i-DSI 2006,2006,Petrol,Manual,Karachi,Silver,Local,Sedan,1560000.0,100000.0,1300.0,,8,Honda,City,19
Daihatsu Mira ES 2013,2013,Petrol,Automatic,Lahore,Mica Red Metallic,Imported,Hatchback,2500000.0,147000.0,660.0,,11,Daihatsu,Mira,12
Honda Civic 1.5 RS Turbo 2019,2019,Petrol,Automatic,Sindh,Grey,Local,Sedan,6500000.0,63000.0,1500.0,,15,Honda,Civic,6
Honda Accord CL7 2004,2004,Petrol,Automatic,Sindh,Blue,Local,Sedan,2450000.0,150000.0,2000.0,,12,Honda,Accord,21
Peugeot 2008 Allure 2022,2022,Petrol,Automatic,Sindh,Orange Fusion,Local,Crossover,5800000.0,39912.0,1200.0,,20,Peugeot,2008,3
Suzuki Mehran VXR Euro II 2016,2016,Petrol,Manual,Karachi,White,Local,Hatchback,940000.0,100000.0,800.0,,3,Suzuki,Mehran,9
Toyota Corolla Altis Grande CVT-i 1.8 2017,2017,Petrol,Automatic,Sindh,White,Local,Sedan,4825000.0,77000.0,1800.0,,0,Toyota,Corolla,8
Suzuki Alto VXR 2021,2021,Petrol,Manual,Sindh,Solid White,Local,Hatchback,2350000.0,50000.0,660.0,,10,Suzuki,Alto,4
Toyota Corolla GLi Automatic Limited Edition 1.6 VVTi 2014,2014,Petrol,Automatic,Multan,Bronze Mica,Local,Sedan,3300000.0,135000.0,1600.0,,10,Toyota,Corolla,11
Suzuki Bolan VX Euro II 2019,2019,Petrol,Manual,Sindh,Solid White,Local,Van,1550000.0,65000.0,800.0,,4,Suzuki,Bolan,6
Hyundai Tucson FWD A/T GLS Sport 2021,2021,Petrol,Automatic,Karachi,Polar White,Local,SUV,7300000.0,58487.0,2000.0,,15,Hyundai,Tucson,4
Suzuki Alto VXR 2010,2010,Petrol,Manual,Karachi,Graphite Grey,Local,Hatchback,1100000.0,253024.0,1000.0,,7,Suzuki,Alto,15
Suzuki Cultus VXL 2021,2021,Petrol,Manual,Jhelum,White,Local,Hatchback,3300000.0,44000.0,1000.0,,12,Suzuki,Cultus,4
Toyota Corolla X 1.5 2002,2002,Petrol,Manual,Sindh,White,Imported,Sedan,2550000.0,10000.0,1500.0,,14,Toyota,Corolla,23
Toyota Corolla Altis Grande 1.8 2014,2014,Petrol,Manual,Islamabad,Attitude Black,Local,Sedan,4250000.0,130000.0,1800.0,,15,Toyota,Corolla,11
Haval H6 HEV 2024,2024,Hybrid,Automatic,Karachi,Black,Local,SUV,11800000.0,15000.0,1500.0,,13,Haval,H6,1
Suzuki Cultus EURO II 2012,2012,Petrol,Manual,Lahore,Blue,Local,Hatchback,1485000.0,100000.0,1000.0,,4,Suzuki,Cultus,13
MG HS Trophy 2021,2021,Petrol,Automatic,Punjab,Pearl White Metallic,Local,Crossover,6175000.0,62000.0,1500.0,,15,MG,HS,4
Toyota Yaris Hatchback X 2020,2020,Petrol,Automatic,Gujranwala,Super White,Imported,Hatchback,4100000.0,92000.0,1000.0,,12,Toyota,Yaris,5
Honda City EXi 2002,2002,Petrol,Manual,Lahore,Silver,Local,Sedan,1175000.0,200000.0,1300.0,,8,Honda,City,23
Mitsubishi Lancer 1991,1991,Petrol,Manual,Karachi,Silver,Imported,Unknown,484000.0,10000.0,1300.0,,0,Mitsubishi,Lancer,34
Suzuki Liana RXi 2007,2007,Petrol,Manual,Lahore,Pearl White,Imported,Sedan,1200000.0,182035.0,1300.0,,10,Suzuki,Liana,18
Suzuki Mehran VXR 2006,2006,Petrol,Manual,Lahore,Silver,Local,Hatchback,700000.0,150000.0,800.0,,2,Suzuki,Mehran,19
Daihatsu Tanto X Turbo 2021,2021,Petrol,Automatic,Punjab,White,Imported,Hatchback,3350000.0,14000.0,660.0,,10,Daihatsu,Tanto,4
Toyota Premio F 1.5 2007,2007,Petrol,Automatic,Karachi,White,Imported,Sedan,4150000.0,152360.0,1500.0,,12,Toyota,Premio,18
Toyota Corolla GLi 1.3 VVTi 2019,2019,Petrol,Manual,Sindh,White,Local,Sedan,4500000.0,50300.0,1300.0,,12,Toyota,Corolla,6
Toyota Corolla Altis Automatic 1.6 2019,2019,Petrol,Automatic,Sindh,White,Local,Sedan,5050000.0,19000.0,1600.0,,14,Toyota,Corolla,6
Toyota Corolla GLi 1.3 VVTi 2019,2019,Petrol,Manual,Punjab,White,Imported,Sedan,4350000.0,97000.0,1300.0,,12,Toyota,Corolla,6
Toyota Hiace High-Roof 3.0 2010,2010,Diesel,Manual,Gilgit,White,Imported,High Roof,7600000.0,225000.0,2900.0,,8,Toyota,Hiace,15
Daihatsu Cuore CX Ecomatic 2002,2002,Petrol,Automatic,Sindh,Gold,Local,Hatchback,985000.0,60000.0,800.0,,5,Daihatsu,Cuore,23
Toyota Hilux Vigo G 2007,2007,Diesel,Manual,Sindh,Medium Silver,Imported,Single Cabin,5300000.0,20120.0,2500.0,,12,Toyota,Hilux,18
Suzuki Alto VXR 2007,2007,Petrol,Manual,Sindh,White,Local,Hatchback,825000.0,180000.0,1000.0,,7,Suzuki,Alto,18
Suzuki Mehran 2013,2013,Petrol,Manual,Rawalpindi,White,Local,Unknown,1040000.0,105000.0,800.0,,0,Suzuki,Mehran,12
Mercedes Benz E Class E240 2005,2005,Petrol,Automatic,Sindh,Diamond Silver Metallic,Imported,Sedan,3650000.0,104000.0,2600.0,,15,Mercedes Benz,E,20
Toyota Corolla 1986,1986,Petrol,Manual,Karachi,White,Imported,Unknown,500000.0,500000.0,1600.0,,0,Toyota,Corolla,39
Suzuki Ravi Euro II 2014,2014,Petrol,Manual,Sindh,White,Local,Pick Up,900000.0,69000.0,800.0,,1,Suzuki,Ravi,11
Suzuki Cultus VXL 2019,2019,Petrol,Manual,Sindh,White,Local,Hatchback,2950000.0,53000.0,1000.0,,12,Suzuki,Cultus,6
Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,2022,Petrol,Automatic,Sindh,Super white,Local,Sedan,7100000.0,13500.0,1800.0,,14,Toyota,Corolla,3
Daewoo Racer Base Grade 1.5 1993,1993,Petrol,Manual,Islamabad,Gold,Imported,Sedan,470000.0,200000.0,1500.0,,4,Daewoo,Racer,32
Honda Vezel Hybrid X 2018,2018,Hybrid,Automatic,Punjab,White,Imported,Crossover,6545000.0,13.0,1500.0,,12,Honda,Vezel,7
Honda Airwave 1995,1995,Petrol,Manual,Lahore,Silver,Local,Unknown,1300000.0,500000.0,1500.0,,6,Honda,Airwave,30
Daihatsu Move Custom L 2012,2012,Petrol,Automatic,Lahore,White,Imported,Hatchback,2250000.0,94000.0,660.0,,11,Daihatsu,Move,13
Honda Civic EXi 2005,2005,Petrol,Manual,Punjab,Grenada Black Pearl,Local,Sedan,1725000.0,156000.0,1500.0,,8,Honda,Civic,20
Toyota Prado TZ 3.4 2003,2003,Petrol,Automatic,Islamabad,Silver,Imported,SUV,7200000.0,240000.0,3400.0,,16,Toyota,Prado,22
Suzuki Bolan VX 2000,2000,Petrol,Manual,Lahore,Pearl Red,Local,Mini Van,484000.0,100000.0,800.0,,1,Suzuki,Bolan,25
Suzuki Mehran VX 2008,2008,Petrol,Manual,Rawalpindi,Silver Metallic,Local,Hatchback,1000000.0,55000.0,800.0,,0,Suzuki,Mehran,17
Toyota Prius 2010,2010,Petrol,Automatic,Sindh,Black,Imported,Unknown,3450000.0,136000.0,1800.0,,12,Toyota,Prius,15
Toyota Yaris Sedan GLI CVT 1.3 2020,2020,Petrol,Automatic,Punjab,Grey,Local,Sedan,4150000.0,62500.0,1300.0,,10,Toyota,Yaris,5
Toyota Corolla GLi 1.3 VVTi 2013,2013,Petrol,Manual,Islamabad,Silver,Local,Sedan,3050000.0,17500.0,1300.0,,9,Toyota,Corolla,12
Suzuki Cultus VXLi 2010,2010,Petrol,Manual,Sindh,Solid White,Local,Hatchback,1230000.0,40000.0,1000.0,,10,Suzuki,Cultus,15
Toyota Corolla XLi VVTi 2019,2019,Petrol,Manual,Punjab,Silver,Local,Sedan,4350000.0,116000.0,1300.0,,7,Toyota,Corolla,6
Toyota Corolla SE Saloon 2002,2002,Petrol,Manual,Kohat,white,Local,Sedan,1450000.0,200000.0,1600.0,,9,Toyota,Corolla,23
Mitsubishi Ek Wagon 2018,2018,Petrol,Automatic,Karachi,Red,Imported,Unknown,2900000.0,62381.0,660.0,,12,Mitsubishi,Ek,7
Honda Vezel Hybrid RS Honda Sensing  2016,2016,Hybrid,Automatic,Islamabad,Black,Imported,Crossover,6300000.0,150000.0,1500.0,,15,Honda,Vezel,9
Toyota Hiace 2012,2012,Diesel,Automatic,Rawalpindi,Silver,Imported,Unknown,5600000.0,179000.0,2800.0,,11,Toyota,Hiace,13
Suzuki Cultus VXR 2006,2006,Petrol,Manual,Lahore,White,Local,Hatchback,1050000.0,110000.0,1000.0,,5,Suzuki,Cultus,19
